,level_0,index,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,y
202,1725,8666,230000,2,1,2,31,1,-1,-1,-1,0,-1,-22,227,3480,3555,1850,1580,249,3480,3555,0,1580,520,1
203,5073,25366,80000,2,1,2,25,0,0,0,0,0,0,40764,41765,42251,46475,48156,50419,2000,1776,5000,3000,5000,2500,0
204,3538,17746,30000,2,2,1,58,1,2,2,2,2,2,11223,10746,13545,13531,13017,14008,0,2993,500,0,1200,0,1
205,4171,20847,160000,1,4,1,45,1,-1,-1,-2,-1,0,0,10427,0,0,1817,1817,10427,0,0,1817,0,4700,0
206,4848,24257,30000,1,1,1,31,1,2,2,2,2,2,14107,14779,14252,16205,15647,17091,1200,0,2200,0,1700,0,1
207,1606,8053,250000,1,2,2,25,2,0,0,0,0,0,28681,30615,33726,36823,34829,23994,3000,4000,4000,5000,4000,2000,0
208,4991,24928,500000,1,2,1,39,-2,-2,-2,-2,-2,-2,2082,800,1440,600,8170,600,803,1440,600,8170,600,1389,0
209,5944,29729,360000,1,1,1,35,-1,-1,-1,-1,-1,-2,12895,3546,4371,6365,2987,2979,3552,4377,6400,3002,2994,2233,0
210,2429,12200,180000,2,2,1,41,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,9000,0,0
211,3411,17060,20000,2,2,1,22,0,0,0,-1,-1,0,19667,19974,5491,831,20088,19733,1500,1000,831,20500,1000,1100,1
212,1458,7295,20000,1,2,1,37,0,0,0,0,0,0,18419,18710,18929,14900,10400,0,1373,1384,615,600,0,0,0
213,1907,9617,140000,1,1,2,37,-1,-1,-1,-1,-1,-1,291,291,291,291,291,441,291,291,291,291,441,291,0
214,1509,7528,240000,2,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
215,5310,26524,90000,2,2,1,58,1,2,2,2,2,0,25941,25722,28015,28262,27509,28082,500,3000,1000,0,1017,2433,1
216,4038,20134,130000,2,2,1,37,0,0,0,0,0,0,33346,37902,42496,45954,51419,55919,5448,5542,4500,5465,4500,5662,0
217,3937,19632,280000,2,1,1,42,-2,-2,-2,-2,-2,-2,6425,3746,3863,5740,0,1170,3746,3863,5740,0,1170,4198,0
218,417,2040,120000,2,1,2,29,-1,-1,-1,-1,-1,-1,380,380,380,380,380,380,380,380,380,380,380,2880,0
219,5668,28358,280000,2,2,2,32,-2,-2,-2,-2,-2,-2,6562,54318,4245,6969,29236,8865,54318,4281,6985,29264,8873,14394,0
220,5885,29497,200000,1,1,1,41,1,2,0,0,2,2,150406,151415,156476,163330,162163,170867,5000,7500,11000,3000,11365,7000,1
221,4238,21140,280000,1,3,2,35,0,0,0,0,0,0,275659,265870,269140,272665,159017,88321,10932,12011,10807,4306,4023,5387,0
222,2762,13731,30000,2,2,2,23,0,0,0,0,0,0,25287,26501,30300,25806,26149,25478,2011,5000,868,1092,3000,1500,0
223,12,94,60000,2,2,2,23,0,0,0,0,0,0,45648,46850,47214,19595,19209,19323,1937,1301,682,690,816,835,0
224,2053,10385,450000,1,1,1,54,-1,-1,-1,-1,-2,-2,727,0,419,0,0,0,0,419,0,0,0,6154,0
225,5099,25462,50000,2,2,2,23,0,0,0,-2,-2,-2,48424,45300,-100,-100,-100,650,1500,100,0,0,750,247,0
226,1339,6751,30000,1,1,1,32,0,0,0,0,0,0,22541,19623,20606,20693,21134,22435,1338,1321,727,761,2500,1800,1
227,3057,15342,180000,2,2,1,30,1,2,-1,0,0,0,18435,1563,3842,7146,10480,13886,0,3842,5000,5000,10000,5000,0
228,3853,19313,200000,2,1,1,34,-2,-1,-1,-2,-2,-1,16024,18168,10274,4726,4484,4745,18184,10274,4726,4490,4745,1283,0
229,3662,18339,20000,2,6,2,22,0,0,0,0,0,0,19568,19420,15535,1434,500,0,4641,1019,900,0,1500,0,1
230,4354,21654,210000,2,1,2,27,0,0,0,0,0,0,21275,18405,76779,67518,66364,65038,2079,67000,2300,2365,2000,2000,0
231,1750,8798,360000,2,2,1,36,0,0,2,0,0,2,63389,48359,37054,50009,53984,25258,15000,11,20000,5000,0,37000,0
232,2925,14617,150000,2,1,1,52,-1,-1,0,-1,0,0,5094,29137,25772,48635,25907,7513,29148,25000,48635,13907,1513,46798,0
233,347,1688,20000,1,2,2,23,0,0,2,0,0,0,18804,17855,17199,17548,17992,31150,2150,1000,504,600,4000,4000,0
234,1234,6140,450000,2,2,1,53,-2,-2,-2,-2,-2,-2,2542,2545,1158,1103,110,187,2557,1273,1109,0,187,2014,0
235,5165,25818,60000,2,3,1,45,0,0,0,0,0,0,62396,36034,30534,28442,24544,24998,1500,1500,1404,1100,1000,1000,0
236,2530,12679,150000,2,1,1,35,0,0,0,0,0,0,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,0
237,865,4223,50000,1,2,2,52,0,0,-1,0,0,0,47595,28491,3642,12291,16674,17331,8080,15012,10000,8000,2000,2000,0
238,5060,25292,80000,2,2,2,26,0,0,0,0,0,0,77760,79248,120697,60989,41023,42663,3100,4700,4800,1200,3260,2000,1
239,2200,11044,220000,2,1,1,43,-1,3,2,0,0,0,1090,1257,1090,1090,1090,0,167,0,0,0,0,0,1
240,5540,27801,100000,2,1,1,28,1,2,-1,-1,0,0,11059,10105,388,90907,91550,92907,0,388,90907,3413,3359,4824,0
241,2320,11680,80000,1,3,1,43,0,0,-1,-1,-1,-1,231550,223337,206390,0,1257,33592,5067,12290,0,1257,35238,1145,0
242,307,1495,170000,1,2,1,36,2,2,2,0,0,0,75960,64683,51184,37938,25292,12646,2000,0,0,0,0,173869,0
243,5297,26460,80000,2,2,1,49,0,0,0,0,0,0,77347,61998,47941,47851,48804,50033,2384,5000,2000,1732,2000,3003,0
244,637,3180,90000,2,1,1,43,-1,-1,2,-1,-1,-1,16139,7199,4367,7660,21175,4009,4367,9,7660,21175,4009,7452,0
245,1804,9035,420000,2,2,2,25,-1,2,0,0,0,-2,2804,2615,3392,4392,-796,-796,0,1000,1000,0,0,20500,0
246,2973,14890,50000,2,3,1,39,0,0,0,0,-2,-2,43994,33508,37600,0,0,-5000,5000,5000,0,0,0,5000,0
247,4443,22172,80000,2,2,1,33,0,0,0,0,0,0,75564,77708,78888,80466,28186,28445,3406,3518,3558,1200,1100,1500,0
248,4218,21053,210000,1,2,1,38,-1,-1,-1,-1,-1,-1,326,0,2684,0,10652,326,0,2684,0,10652,326,0,0
249,154,750,50000,2,2,1,26,1,-2,-1,0,0,0,0,0,1756,2719,4049,5176,0,1756,1000,1537,1200,2000,0
250,5214,26076,90000,2,2,1,34,1,2,2,-1,-1,-1,8021,7780,0,9281,0,340,77,0,9281,0,340,0,0
251,2779,13822,280000,2,1,1,32,-1,-1,-1,0,0,-1,1280,2816,10802,23323,17041,282,2816,10802,13000,10041,282,7501,1
252,5622,28182,360000,2,1,2,33,-1,0,0,0,0,0,5334,6849,68133,71708,58551,54678,3017,65009,6784,3041,5044,3042,1
253,2154,10815,10000,1,2,1,24,5,4,3,2,0,0,9829,9539,9244,8949,9137,9177,0,0,0,480,340,500,1
254,5913,29586,260000,1,3,1,43,0,0,0,0,0,0,205599,151040,150917,152447,123771,126472,6000,7500,6000,4300,4500,4500,0
255,3500,17526,290000,2,2,2,34,0,0,0,0,0,0,305781,310403,315048,314085,317631,315820,12012,12012,12012,11016,11088,12031,0
256,4782,23952,20000,1,2,2,25,1,2,0,0,-1,0,20873,20240,20365,19565,9928,12758,4,1378,1203,15460,3000,2000,1
257,3388,16963,110000,1,2,1,54,2,2,2,2,2,2,55753,56839,58039,58792,59620,60819,2600,2700,2300,2400,2300,2400,1
258,733,3603,500000,1,1,2,35,1,-1,-1,-1,-1,-1,-453,1168,1215,6461,2567,735,2336,1215,6461,2567,1470,11605,0
259,4818,24101,20000,1,3,1,27,-2,-2,-2,-2,-2,-2,-2000,780,0,-1000,0,1222,2780,2000,1000,1000,1222,1800,0
260,1519,7583,140000,2,2,1,39,0,0,0,0,0,0,133641,136663,137110,139761,137215,133572,7000,6010,6000,5400,5000,5200,0
261,842,4148,70000,2,2,1,44,0,0,0,0,0,0,68687,69531,71271,70712,50793,50605,2545,2918,6329,1996,1977,1975,0
262,2129,10703,20000,2,1,2,23,0,0,0,2,0,0,15573,17013,19413,14871,15478,16068,2000,3000,0,1000,1000,1000,0
263,4285,21359,70000,1,1,3,57,0,0,0,0,0,0,70051,69398,70352,69936,68118,65942,3567,2667,2321,2391,2316,2466,0
264,4877,24421,240000,1,2,1,34,0,0,0,0,0,0,242805,237854,240535,242770,191520,173461,10000,11000,9248,8005,8000,8000,0
265,2679,13360,80000,2,2,2,27,0,0,2,0,0,0,78672,83807,81833,79673,79735,81271,7018,0,3000,3100,3000,3100,0
266,86,461,80000,2,2,1,36,-1,-1,-1,-1,-1,-1,1689,8638,5702,2980,1260,7868,8638,5723,2980,1260,7868,2198,0
267,1621,8128,30000,1,2,2,30,0,0,0,0,0,0,27020,27985,28782,24082,17060,0,1703,1500,1000,1000,0,0,0
268,4719,23647,280000,2,1,2,35,0,-1,-1,-1,-1,-1,10089,38936,7444,4858,2309,8925,40000,8069,5005,2400,9000,7678,0
269,3173,15894,260000,2,2,2,29,0,0,0,0,0,0,193000,149410,138021,98578,84967,83224,5072,4439,3079,3020,3036,4554,0
270,116,608,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,3996,9120,8528,0,6368,3000,9120,8528,0,6368,3000,3238,0
271,2724,13585,180000,2,1,2,28,-1,-1,-1,-1,-1,-1,47815,8473,950,13408,3819,1107,8480,957,13408,3819,1107,20679,0
272,1440,7235,20000,2,2,2,53,0,0,0,0,0,0,8847,10202,11227,11145,11381,12191,1500,1500,400,416,1002,0,0
273,5605,28085,170000,2,2,1,36,-1,-1,-1,-1,-1,-1,813,2080,5425,115,505,1012,2085,5425,115,505,1012,1560,0
274,209,1014,360000,1,1,1,46,0,0,0,0,-2,-2,92961,76243,51722,-8,-8,-16,10125,13092,0,0,0,0,0
275,5889,29508,240000,1,1,1,34,0,0,-2,-1,0,0,102650,0,0,4557,7557,9275,0,0,4557,3000,4000,2282,0
276,3039,15243,290000,2,2,2,34,0,0,0,0,0,0,58481,41773,40597,38441,37454,35484,2000,2000,2000,2000,2000,2000,0
277,5293,26448,50000,2,2,2,52,0,0,0,0,0,0,33743,22989,15843,16825,14637,15397,2000,1400,2000,5000,1000,1000,1
278,5604,28083,150000,2,2,1,41,-1,-1,-2,-1,0,0,1650,0,0,6784,6923,14116,0,0,6784,159,167,760,0
279,1931,9734,290000,2,2,1,37,-2,-2,-2,-2,-2,-2,1961,3144,500,0,0,0,3148,501,0,0,0,0,0
280,3275,16418,200000,2,2,1,46,0,0,0,0,0,0,47403,37835,30212,26302,20465,12460,1550,1503,5000,3000,1000,5000,0
281,5848,29270,50000,1,3,2,26,0,0,0,-2,-2,-2,50419,40200,0,0,0,0,1000,0,0,0,0,0,1
282,2861,14255,200000,2,2,2,34,0,0,0,0,0,0,30833,34322,36725,36749,40138,42459,4000,3000,3000,4000,3000,3000,0
283,4256,21226,500000,1,2,1,33,0,0,0,0,0,-1,26597,16573,19080,13860,15904,134584,3357,3010,2000,2044,131438,4504,0
284,2207,11080,360000,1,1,2,31,-1,-1,-1,-2,-1,-1,509,1350,0,0,1713,4819,1363,0,0,1713,4819,6439,1
285,113,594,110000,1,3,2,46,0,0,0,0,0,0,56700,57875,59044,59756,61004,62213,2681,2724,2287,2362,2374,2454,0
286,753,3726,250000,2,1,1,38,-1,-1,-1,-1,-1,-1,532,1106,771,625,1099,326,1106,771,625,1099,326,326,0
287,370,1827,50000,1,3,1,32,0,0,0,0,0,0,40992,35215,29156,18891,19443,19478,2026,2021,1000,1001,1000,707,0
288,912,4455,60000,2,1,2,28,1,2,0,0,0,0,47262,46226,47557,48464,49532,50552,0,2100,2000,2000,2000,3000,0
289,1818,9124,330000,1,1,1,37,-2,-2,-2,-1,-1,-1,18807,15865,34284,2780,20247,1806,2087,10054,2840,21101,1814,1861,1
290,1461,7300,10000,2,1,2,26,0,-1,-1,0,0,0,9459,231,3364,6129,9009,9188,231,5000,3000,3000,329,340,0
291,4765,23849,30000,2,2,1,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1298,6523,100000,1,2,1,36,0,0,0,0,0,0,46202,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297,0
293,3328,16683,20000,1,3,1,44,2,2,2,2,2,0,11623,12436,12943,15428,14883,15494,1300,1000,2700,0,850,850,1
294,2533,12710,50000,1,2,2,38,0,0,0,0,0,0,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,0
295,2599,13027,80000,1,2,1,40,0,0,0,0,0,0,64120,63656,63023,60237,60263,59180,2438,3000,2100,2200,2400,2200,1
296,600,2977,300000,1,1,2,25,0,0,0,0,0,0,76918,41773,31180,19507,18169,18533,4103,1427,600,1200,2500,18000,0
297,2519,12618,150000,2,2,2,38,-1,-1,-1,0,0,0,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,0
298,1956,9854,200000,2,2,2,32,-1,-1,-1,-1,-1,-1,2147,1173,912,1140,293,0,1173,912,1140,293,0,308,0
299,2008,10151,60000,2,2,2,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,4500,0,2400,0,2200,1
300,1276,6374,500000,1,1,2,45,1,-2,-2,-2,-1,2,0,0,0,0,1899,1749,0,0,0,1899,0,70200,0
301,4576,22886,100000,2,1,1,31,1,-2,-2,-2,-2,-1,0,0,0,0,0,6179,0,0,0,0,6179,0,0
302,1554,7756,460000,2,1,2,29,0,0,0,0,0,0,170894,160223,160894,165246,169983,173330,7018,7000,7002,8007,8038,6052,0
303,851,4185,230000,1,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,625,514,0,0,0,625,514,3,0
304,603,2995,80000,2,2,1,32,-1,-1,-1,-1,-1,-1,199,199,199,199,0,22109,199,199,199,0,22109,45352,1
305,5086,25408,50000,2,1,2,27,0,0,0,0,-2,-2,45190,45277,44941,0,0,0,5277,4941,0,0,0,0,0
306,110,585,20000,2,1,2,25,0,0,0,0,0,2,14603,15661,16394,16723,18056,17618,1600,1300,600,1600,0,800,0
307,2706,13499,200000,1,1,2,32,-2,-2,-2,-2,-1,-1,47244,92754,57928,523,223,7037,62330,57928,523,223,7037,11000,0
308,5438,27178,120000,1,3,1,42,2,2,-2,-2,-2,-2,61650,0,0,0,0,0,0,0,0,0,0,0,1
309,3485,17466,300000,2,1,1,38,-1,-1,-1,-1,-1,0,2884,3558,2778,2778,5367,2589,3558,2778,2778,5367,0,3661,0
310,2852,14204,30000,2,1,2,24,0,-1,2,-1,0,0,2880,3285,2280,248,248,-150,3285,0,248,0,0,0,1
311,5886,29499,50000,1,1,1,40,0,0,0,0,0,0,47695,48879,44765,31240,20343,12349,2017,3000,2000,3007,1003,1500,0
312,3183,15954,50000,2,1,2,38,2,2,2,0,0,0,21534,22283,21638,22651,23275,24902,1400,0,1376,1000,2000,0,1
313,4755,23809,410000,2,2,1,50,0,0,0,0,0,0,358896,361330,360396,367893,375268,383121,13000,13100,13500,13500,13900,15000,0
314,2303,11589,30000,1,2,2,26,1,2,2,2,2,2,17989,17417,19807,20186,19725,22225,0,3000,1000,0,3000,0,1
315,1798,9019,200000,1,1,1,34,2,2,2,2,2,2,170487,174258,175905,178528,175581,180145,8000,6000,7000,0,7500,6000,1
316,932,4574,200000,2,2,2,26,-1,-1,2,-1,0,-1,3374,4053,2337,1904,548,1403,4053,0,1904,0,1403,0,1
317,4268,21288,60000,1,3,1,52,0,0,0,0,0,0,57470,58713,60251,57251,27896,28499,2200,2500,31000,981,1035,1059,1
318,2903,14511,500000,1,1,2,30,-1,-1,-1,0,0,-1,1089,58665,168052,254571,59587,13398,58665,170119,156000,2000,13398,527143,0
319,261,1269,180000,2,2,2,32,0,0,0,0,0,0,20730,17107,35884,31057,29052,25933,1582,30000,1000,1000,1000,1000,0
320,1756,8829,240000,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,0,2429,0,799,0,0,2429,0,799,17125,0
321,1324,6659,10000,1,2,2,44,1,2,2,0,0,0,6898,7642,5381,3791,3791,0,1019,0,0,0,0,0,0
322,4599,22996,500000,2,1,1,39,-2,-2,-2,-2,-2,-2,4419,2584,4524,3518,2208,2550,2584,4524,3518,2208,2550,5953,0
323,3713,18557,50000,2,2,2,25,0,0,2,0,0,0,20123,19184,16834,15970,14502,12671,2880,0,1166,452,451,370,0
324,3103,15546,280000,1,1,1,47,-1,-1,-1,-1,-1,-1,3587,3187,3190,1982,3590,3590,3200,3203,1992,3608,3600,3602,0
325,4549,22746,250000,2,2,1,38,2,0,0,0,0,0,236546,232795,189111,189558,185565,189003,8007,7000,8200,7000,7000,8000,0
326,3019,15134,50000,1,2,2,51,0,0,0,0,0,0,41700,42858,44131,14242,14525,14830,1853,2126,1237,520,539,542,0
327,5067,25322,270000,2,1,2,28,0,0,0,0,0,0,70587,70279,69339,67497,68446,69799,3015,3000,2500,2435,3000,4000,0
328,2996,15001,80000,2,1,2,24,-1,0,0,0,0,0,75356,78236,77700,58025,59527,60778,5000,4176,4000,3000,2141,3000,0
329,32,166,370000,1,1,2,50,-2,-2,-2,-2,-2,-2,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,0
330,4080,20368,50000,1,2,1,23,0,0,-2,-2,-2,-2,9156,0,0,0,0,0,0,0,0,0,0,0,1
331,1329,6699,60000,1,2,2,43,1,-2,-1,-1,-2,-2,0,0,780,0,0,0,0,780,0,0,0,0,0
332,5695,28491,40000,2,3,1,36,0,0,2,0,0,2,15861,18580,17994,20671,22328,21830,3000,0,3000,2000,0,2000,0
333,1920,9676,60000,1,2,2,29,2,2,2,2,2,2,47631,48574,49476,50360,50509,52522,2000,2000,2000,1100,3000,0,0
334,99,524,210000,2,1,2,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0
335,5621,28174,300000,2,2,1,30,-1,0,0,0,0,0,10746,13267,11915,8813,8292,13546,7006,6416,5800,6000,8900,4000,0
336,1229,6111,120000,2,2,1,36,2,2,0,0,2,2,117922,114621,115581,118481,116444,117283,0,4400,9000,0,9000,4400,1
337,5241,26248,120000,2,1,1,31,-1,-1,-1,-1,-1,-1,1680,17749,4748,7002,202,345,17749,4748,7020,559,500,1660,0
338,4574,22877,200000,2,3,2,30,0,0,0,0,0,0,192743,196031,196143,189524,167163,146975,9003,7300,7108,7680,6200,5000,0
339,4142,20748,360000,1,2,1,34,0,0,0,0,0,0,49792,52399,52950,44625,21906,16190,3444,3053,3122,1030,610,519,0
340,2400,12068,180000,1,1,2,38,1,2,0,0,0,0,124233,125768,126202,127677,99764,0,5000,4200,3000,5000,2000,0,1
341,303,1482,340000,2,2,1,36,0,0,0,0,0,0,167474,155293,134467,129891,113919,106675,7106,4435,4091,3548,4535,4127,0
342,2352,11856,150000,2,1,1,32,1,2,2,-2,-2,-2,4605,4390,-25,-25,-25,-25,22,0,0,0,0,0,0
343,2563,12862,50000,1,3,1,43,0,0,0,0,0,0,17113,17751,18332,18301,18639,18516,1303,1274,633,1000,724,1000,0
344,4904,24493,170000,1,2,2,32,1,-2,-1,2,2,-2,-1000,-1000,1000,1000,0,0,0,2000,0,0,0,0,0
345,2414,12138,50000,2,1,2,25,0,0,0,0,0,0,42056,46024,45452,45450,41154,39034,5000,2000,1500,2000,4000,1364,1
346,1801,9026,20000,2,1,2,27,0,0,0,0,-1,-1,14088,8842,6653,2946,1186,416,1111,1009,7,1190,416,831,0
347,4213,21035,50000,1,1,2,46,0,0,0,0,0,0,49386,49487,50401,49148,30036,29873,2000,2500,2040,2000,1037,2000,0
348,2863,14282,70000,2,1,2,24,0,0,0,0,0,0,69023,70601,70426,69013,58329,51271,3600,2500,2100,2128,3000,0,0
349,3965,19763,370000,2,2,1,35,0,0,0,0,0,0,201666,200757,192231,187486,191019,186529,7094,8500,6983,6500,7150,7000,0
350,2421,12171,370000,1,2,2,30,-1,-1,-1,-1,-1,-1,25588,1259,1259,3661,4484,24233,2096,1263,3665,4488,24262,11175,1
351,5751,28774,360000,2,2,2,33,-1,-1,0,0,0,0,3231,9523,11357,12123,9743,9567,9666,2000,1000,0,0,536,0
352,3407,17053,20000,2,2,2,22,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,1
353,5094,25448,210000,2,2,2,27,0,0,0,0,0,0,46066,38952,29735,15381,12475,10535,1951,3034,3000,3000,3000,92,0
354,826,4063,240000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
355,2930,14648,30000,2,2,3,22,0,-1,0,0,0,0,7928,2318,22430,20457,13964,14872,2318,22000,1000,1000,1000,1000,0
356,5425,27125,500000,1,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,8086,0,0,0,0,8086,0,0,0,0
357,4003,19964,210000,2,1,2,44,-1,-1,-1,-1,-1,-1,4925,32767,6273,5651,9103,8660,32930,6975,5661,9109,8664,8917,0
358,3791,19028,250000,2,2,2,35,0,0,0,0,0,0,238855,241711,205944,210513,214696,219218,8517,7481,8000,7682,7979,13350,0
359,2299,11561,240000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
360,4432,22105,230000,2,2,2,28,-1,-1,-1,-1,-1,-1,2454,1197,4556,4316,4316,4316,1197,4566,4316,4316,4316,4316,0
361,5949,29754,220000,1,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
362,767,3792,80000,1,3,1,45,1,-1,0,0,-1,-1,-1213,35789,36751,390,390,390,38677,3000,0,390,390,1170,0
363,2891,14439,50000,2,1,2,31,3,3,4,3,2,5,27166,30190,29421,28652,34032,32913,3769,0,0,6000,0,0,1
364,4683,23467,230000,2,4,2,30,0,0,0,0,0,0,168708,161074,151884,146113,147650,43703,10699,5080,10000,3560,45000,86000,0
365,3596,18014,140000,1,2,1,31,0,0,2,2,0,0,134039,143937,143649,118593,95257,93145,13650,4700,114,3500,3500,3400,0
366,2455,12308,90000,1,2,2,35,0,0,0,0,0,0,22672,21212,20662,20715,21149,20078,1339,1315,867,896,728,577,0
367,3341,16736,200000,1,2,1,31,-2,-2,-2,-2,-2,-2,6926,1747,642,0,0,0,1747,642,0,0,0,500,0
368,4510,22583,500000,2,1,2,35,0,0,0,0,0,0,113466,116857,116402,95244,68182,60153,12197,15263,4672,0,1296,54,0
369,1430,7197,100000,2,3,1,39,0,0,0,0,0,0,39667,40704,41718,41536,42243,42929,1649,1663,1471,1360,1212,4472,0
370,3189,15995,140000,2,1,2,33,0,0,0,0,0,0,87713,88906,88736,91287,91057,91538,5000,5000,5000,5000,3500,3500,0
371,1628,8177,70000,2,2,1,32,3,3,4,4,5,6,31507,33699,35839,37954,39787,41601,3000,3000,3000,3000,3000,0,1
372,5780,28923,500000,2,3,1,40,0,0,0,0,0,-1,38322,38913,27489,27053,-9,14863,1284,1231,1154,0,14872,121,0
373,4987,24907,400000,1,3,1,33,0,0,2,0,0,0,2487,4708,2192,11111,5675,5071,4009,6,10248,4721,4114,1855,1
374,794,3905,450000,1,2,1,46,-1,-1,-1,-1,-1,-1,130,1926,15671,18552,24222,32867,1926,15671,18574,24231,32885,9343,0
375,5761,28817,180000,2,2,2,31,0,0,0,-1,-1,-1,6903,11489,5488,1635,1680,782,8000,3003,1635,1680,782,4374,0
376,5108,25503,260000,2,1,1,32,1,-2,-2,-2,-1,-1,0,0,0,0,238,0,0,0,0,238,0,0,0
377,5304,26483,10000,2,1,2,56,1,2,2,2,0,0,12006,6367,9839,6998,3183,1151,1000,4000,0,0,0,0,0
378,2202,11056,220000,2,1,2,27,-1,-1,-1,-1,-1,-1,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,1
379,3794,19031,50000,2,2,2,34,0,0,0,0,0,0,47303,48427,48069,49081,48485,49484,2807,3008,2812,2000,2000,2000,0
380,3542,17762,150000,2,1,2,64,1,2,0,0,0,0,157231,153171,148994,80196,74328,66806,3,6103,3220,3028,5052,15000,0
381,3771,18917,60000,2,2,2,28,2,0,0,0,0,0,4114,5875,7612,8826,10113,11289,2000,2000,1500,1600,1500,1500,1
382,2980,14936,80000,2,2,1,41,0,0,0,0,0,0,78337,77959,78206,72040,73733,75309,3500,3700,3000,3000,2793,3000,1
383,3590,17993,220000,1,3,2,42,0,0,0,0,0,0,26595,33330,36720,40729,44762,48914,9000,5000,5000,5000,5000,5000,0
384,4391,21878,120000,2,1,2,24,0,0,0,0,-1,-1,3377,4644,8528,8200,3488,1161,2500,5000,1000,3488,1161,5036,0
385,1812,9098,130000,2,1,1,37,2,2,2,2,2,2,41795,43914,44396,45365,46093,47185,3100,1500,2000,1600,2000,2000,1
386,4050,20179,420000,2,2,2,32,0,0,0,0,0,0,211688,205003,203118,198925,175684,164037,7300,8839,8000,5900,6000,6000,0
387,1423,7166,500000,1,2,2,36,1,-2,-1,0,0,0,226,8546,121867,116089,114293,118081,9125,126768,3468,4050,15099,5015,0
388,5615,28145,360000,2,2,1,47,-1,0,0,-1,-1,-1,71006,37066,49018,32760,31489,22316,36448,48833,32928,31646,22428,37984,0
389,720,3547,250000,1,3,1,28,0,0,0,0,0,0,191305,90497,92278,93354,95309,97411,3899,3913,3186,3301,3525,3095,0
390,2134,10716,280000,1,2,2,37,-1,-1,0,0,0,0,1152,49293,44707,39607,37542,34812,49349,3045,5028,5034,5024,5002,0
391,2302,11584,170000,2,1,1,30,2,2,2,2,2,2,158819,161487,157577,168094,170922,166972,6500,0,13000,5500,1000,7000,0
392,4908,24498,130000,1,1,2,27,-1,-1,-1,-1,-1,0,2881,670,1919,3671,13861,21782,670,1919,3671,13861,10000,5235,0
393,5839,29205,50000,1,2,2,23,0,0,0,2,2,2,46926,18385,11097,10596,12421,12129,1387,4200,0,1958,0,1000,0
394,5052,25271,80000,2,2,2,25,0,0,0,0,0,0,80115,77427,77657,70105,39751,14765,75004,3096,1887,1081,2044,0,0
395,4299,21424,60000,2,2,2,29,0,0,0,0,-1,0,10450,3388,11722,10937,21528,20835,1011,11000,1220,21528,780,17,0
396,59,337,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,0
397,1705,8572,70000,2,2,2,27,0,0,0,0,0,0,67661,68482,69309,36808,37734,38353,3409,2908,1318,1520,1400,1524,0
398,2344,11799,280000,1,1,1,36,-2,-2,-2,-2,-2,-2,2624,-26,5214,17187,2848,5287,0,5240,17273,2861,5313,0,0
399,710,3482,150000,2,1,2,28,-1,-1,-2,-1,-1,-2,3752,2730,500,2727,712,0,2730,500,2727,712,0,0,0
400,3334,16714,50000,1,2,2,44,0,0,0,0,-1,-1,20995,21743,22300,4067,1290,0,3000,3007,1000,1290,0,0,0
401,2062,10416,70000,2,1,2,25,0,0,0,0,0,0,24526,25532,25971,14859,14930,15091,1790,1229,519,687,557,546,0
402,1954,9847,360000,1,1,1,46,0,0,0,0,0,0,14591,14828,14250,13780,15077,14009,3005,3024,4004,4008,3008,2024,1
403,1592,7972,320000,2,2,2,30,-1,-1,-1,-1,0,0,3720,4206,15610,10556,11863,5619,4206,15610,10556,8000,5600,2604,0
404,4566,22818,360000,2,3,2,35,-1,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,0
